slug,name,phone,street,city,postal_code,state,latitude,longitude,rating,reviews,review_link,working_hours,logo,location_link,location_review_link,email,facebook
205hvacandelectrical1,"205 HVAC and Electrical","+1 205-377-0003","1738 34th Pl N",Birmingham,35234,Alabama,33.5430619,-86.7970617,5.0,4,"https://search.google.com/local/reviews?placeid=ChIJ0-kP5blg3g4RkNn6Dcf5UFs&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh5.googleusercontent.com/-UbupvCKu-28/AAAAAAAAAAI/AAAAAAAAAAA/JizCgcstPnE/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/205+HVAC+and+Electrical/@33.5430619,-86.7970617,14z/data=!4m8!1m2!2m1!1s205+HVAC+and+Electrical!3m4!1s0xede60b9e50fe9d3:0x5b50f9c70dfad990!8m2!3d33.5430619!4d-86.7970617","https://www.google.com/maps/place/205+HVAC+and+Electrical/@33.5430619,-86.7970617,13.99z/data=!4m16!1m7!3m6!1s0xede60b9e50fe9d3:0x5b50f9c70dfad990!2s205+HVAC+and+Electrical!8m2!3d33.5430619!4d-86.7970617!16s%2Fg%2F11ckvg1dmb!3m7!1s0xede60b9e50fe9d3:0x5b50f9c70dfad990!8m2!3d33.5430619!4d-86.7970617!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",205propertyservices@gmail.com,https://www.facebook.com/205HVACandElectrical/
birminghamheatingandairservices,"Birmingham Heating and Air Services","+1 659-226-2989","413 Huffman Rd",Birmingham,35215,Alabama,33.5934626,-86.6946799,4.4,56,"https://search.google.com/local/reviews?placeid=ChIJ3w34-WwNiYgROu_4wNJVq9k&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""7AM-7PM"", ""Sunday"": ""7AM-8PM""}",https://lh3.googleusercontent.com/-kSs9dA_3zNY/AAAAAAAAAAI/AAAAAAAAAAA/cfS7IatvPHw/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Birmingham+Heating+and+Air+Services/@33.593462599999995,-86.6946799,14z/data=!4m8!1m2!2m1!1sBirmingham+Heating+and+Air+Services!3m4!1s0x88890d6cf9f80ddf:0xd9ab55d2c0f8ef3a!8m2!3d33.593462599999995!4d-86.6946799","https://www.google.com/maps/place/Birmingham+Heating+and+Air+Services/@33.593462599999995,-86.6946799,13.99z/data=!4m16!1m7!3m6!1s0x88890d6cf9f80ddf:0xd9ab55d2c0f8ef3a!2sBirmingham+Heating+and+Air+Services!8m2!3d33.593462599999995!4d-86.6946799!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88890d6cf9f80ddf:0xd9ab55d2c0f8ef3a!8m2!3d33.593462599999995!4d-86.6946799!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
sentryheatingairconditioningplumbingelectrical,"Sentry Heating, Air Conditioning, Plumbing, & Electrical","+1 205-235-8793","2490 Rocky Ridge Rd","Vestavia Hills",35243,Alabama,33.4233005,-86.772866,4.8,363,"https://search.google.com/local/reviews?placeid=ChIJrzWLuVwYiYgRj4fzyyxJQHA&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh5.googleusercontent.com/-lRaH8iQ5npU/AAAAAAAAAAI/AAAAAAAAAAA/DZafB-GOOVI/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Sentry+Heating%2C+Air+Conditioning%2C+Plumbing%2C+%26+Electrical/@33.423300499999996,-86.772866,14z/data=!4m8!1m2!2m1!1sSentry+Heating%2C+Air+Conditioning%2C+Plumbing%2C+%26+Electrical!3m4!1s0x8889185cb98b35af:0x7040492ccbf3878f!8m2!3d33.423300499999996!4d-86.772866","https://www.google.com/maps/place/Sentry+Heating%2C+Air+Conditioning%2C+Plumbing%2C+%26+Electrical/@33.423300499999996,-86.772866,13.99z/data=!4m16!1m7!3m6!1s0x8889185cb98b35af:0x7040492ccbf3878f!2sSentry+Heating%2C+Air+Conditioning%2C+Plumbing%2C+%26+Electrical!8m2!3d33.423300499999996!4d-86.772866!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889185cb98b35af:0x7040492ccbf3878f!8m2!3d33.423300499999996!4d-86.772866!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",service@sentryheating.com,http://www.facebook.com/SentryHeating/
fivestarcooling,"Five Star Cooling","+1 205-378-1667","1548 Mims Ave SW",Birmingham,35211,Alabama,33.47771,-86.8521682,,,,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",https://lh5.googleusercontent.com/--pT_aOHt7f4/AAAAAAAAAAI/AAAAAAAAAAA/ec5HRdU6EUY/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Five+Star+Cooling/@33.47771,-86.8521682,14z/data=!4m8!1m2!2m1!1sFive+Star+Cooling!3m4!1s0x88891e854d540001:0x7012c93ddf5a2074!8m2!3d33.47771!4d-86.8521682","https://www.google.com/maps/place/Five+Star+Cooling/@33.47771,-86.8521682,13.99z/data=!4m16!1m7!3m6!1s0x88891e854d540001:0x7012c93ddf5a2074!2sFive+Star+Cooling!8m2!3d33.47771!4d-86.8521682!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891e854d540001:0x7012c93ddf5a2074!8m2!3d33.47771!4d-86.8521682!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,https://www.facebook.com/pages/
zeltmanheatingair,"Zeltman Heating & Air","+1 205-484-7363",,,,,33.5040329,-86.6927814,5.0,12,"https://search.google.com/local/reviews?placeid=ChIJ0cfvl8WHy0MRYKX1vxhfe6g&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-10PM""}",https://lh3.googleusercontent.com/-LmOTiHuLH9I/AAAAAAAAAAI/AAAAAAAAAAA/meMG_3PFDzA/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Zeltman+Heating+%26+Air/@33.5040329,-86.6927814,14z/data=!4m8!1m2!2m1!1sZeltman+Heating+%26+Air!3m4!1s0x43cb87c597efc7d1:0xa87b5f18bff5a560!8m2!3d33.5040329!4d-86.6927814","https://www.google.com/maps/place/Zeltman+Heating+%26+Air/@33.5040329,-86.6927814,13.99z/data=!4m16!1m7!3m6!1s0x43cb87c597efc7d1:0xa87b5f18bff5a560!2sZeltman+Heating+%26+Air!8m2!3d33.5040329!4d-86.6927814!16s%2Fg%2F11ckvg1dmb!3m7!1s0x43cb87c597efc7d1:0xa87b5f18bff5a560!8m2!3d33.5040329!4d-86.6927814!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",contact@sansoxygen.com,https://www.facebook.com/108733492306130
xcaliburhomeservices,"Xcalibur Home Services","+1 205-718-8688",,,,,33.4224759,-86.8504715,4.2,5,"https://search.google.com/local/reviews?placeid=ChIJ-5LwvlMjiYgRsp-OVjASqEo&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh3.googleusercontent.com/-meRU9MkNqUk/AAAAAAAAAAI/AAAAAAAAAAA/7KONwjsheVY/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Xcalibur+Home+Services/@33.4224759,-86.8504715,14z/data=!4m8!1m2!2m1!1sXcalibur+Home+Services!3m4!1s0x88892353bef092fb:0x4aa81230568e9fb2!8m2!3d33.4224759!4d-86.8504715","https://www.google.com/maps/place/Xcalibur+Home+Services/@33.4224759,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0x88892353bef092fb:0x4aa81230568e9fb2!2sXcalibur+Home+Services!8m2!3d33.4224759!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88892353bef092fb:0x4aa81230568e9fb2!8m2!3d33.4224759!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",support@nickthemarketer.com,https://www.facebook.com/xcalibural
bbheatingcooling,"B & B Heating & Cooling","+1 205-567-3546","601 Hickory Knoll Rd",Homewood,35209,Alabama,33.4442191,-86.8152934,5.0,6,"https://search.google.com/local/reviews?placeid=ChIJl6qOcVAfiYgRCchNAWvsqS0&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh5.googleusercontent.com/-esvTtecoxbM/AAAAAAAAAAI/AAAAAAAAAAA/9jF6CvG12bA/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/B+%26+B+Heating+%26+Cooling/@33.4442191,-86.8152934,14z/data=!4m8!1m2!2m1!1sB+%26+B+Heating+%26+Cooling!3m4!1s0x88891f50718eaa97:0x2da9ec6b014dc809!8m2!3d33.4442191!4d-86.8152934","https://www.google.com/maps/place/B+%26+B+Heating+%26+Cooling/@33.4442191,-86.8152934,13.99z/data=!4m16!1m7!3m6!1s0x88891f50718eaa97:0x2da9ec6b014dc809!2sB+%26+B+Heating+%26+Cooling!8m2!3d33.4442191!4d-86.8152934!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891f50718eaa97:0x2da9ec6b014dc809!8m2!3d33.4442191!4d-86.8152934!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
hardyservices,"Hardy Services","+1 205-591-5678","3801 2nd Ave S",Birmingham,35222,Alabama,33.5226051,-86.7779812,5.0,2,"https://search.google.com/local/reviews?placeid=ChIJgy3OTFIaiYgRliXv2LEIhFE&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7:30AM-4:30PM"", ""Tuesday"": ""7:30AM-4:30PM"", ""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-M97p-6hK2HY/AAAAAAAAAAI/AAAAAAAAAAA/07k-3xpMRtE/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Hardy+Services/@33.5226051,-86.7779812,14z/data=!4m8!1m2!2m1!1sHardy+Services!3m4!1s0x88891a524cce2d83:0x518408b1d8ef2596!8m2!3d33.5226051!4d-86.7779812","https://www.google.com/maps/place/Hardy+Services/@33.5226051,-86.7779812,13.99z/data=!4m16!1m7!3m6!1s0x88891a524cce2d83:0x518408b1d8ef2596!2sHardy+Services!8m2!3d33.5226051!4d-86.7779812!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891a524cce2d83:0x518408b1d8ef2596!8m2!3d33.5226051!4d-86.7779812!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",service@hardyserv.com,
vulcanmechanicalservices,"Vulcan Mechanical Services","+1 205-444-9671","532 Mineral Trace",Birmingham,35244,Alabama,33.332782,-86.853411,3.9,10,"https://search.google.com/local/reviews?placeid=ChIJs_oNWlciiYgRb_bi_CNQOdU&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh4.googleusercontent.com/-gV6KHrU6iwo/AAAAAAAAAAI/AAAAAAAAAAA/zMXjEHIN9hc/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Vulcan+Mechanical+Services/@33.332782,-86.853411,14z/data=!4m8!1m2!2m1!1sVulcan+Mechanical+Services!3m4!1s0x888922575a0dfab3:0xd5395023fce2f66f!8m2!3d33.332782!4d-86.853411","https://www.google.com/maps/place/Vulcan+Mechanical+Services/@33.332782,-86.853411,13.99z/data=!4m16!1m7!3m6!1s0x888922575a0dfab3:0xd5395023fce2f66f!2sVulcan+Mechanical+Services!8m2!3d33.332782!4d-86.853411!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888922575a0dfab3:0xd5395023fce2f66f!8m2!3d33.332782!4d-86.853411!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",carlmartin@vulcanac.com,https://www.facebook.com/Vulcan-Mechanical-Services-110960723820687
schoettlinmechanicalcontractors,"Schoettlin Mechanical Contractors","+1 205-643-0148",,,,,33.5313975,-86.8504715,4.9,32,"https://search.google.com/local/reviews?placeid=ChIJ50w_UyhaHiARJ-eu3pGFhWM&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-_vutOQyqPQM/AAAAAAAAAAI/AAAAAAAAAAA/iZ_EamgJwWk/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Schoettlin+Mechanical+Contractors/@33.5313975,-86.8504715,14z/data=!4m8!1m2!2m1!1sSchoettlin+Mechanical+Contractors!3m4!1s0x201e5a28533f4ce7:0x63858591deaee727!8m2!3d33.5313975!4d-86.8504715","https://www.google.com/maps/place/Schoettlin+Mechanical+Contractors/@33.5313975,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0x201e5a28533f4ce7:0x63858591deaee727!2sSchoettlin+Mechanical+Contractors!8m2!3d33.5313975!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0x201e5a28533f4ce7:0x63858591deaee727!8m2!3d33.5313975!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",schoettlinmechanical@gmail.com,https://www.facebook.com/people/Schoettlin-Mechanical-Contractors/100073995957849/
carterserviceshvacservicereliablehvacrepair1,"Carter Services - HVAC Service, Reliable HVAC Repair","+1 615-522-7248",,,,,36.1160054,-86.7748134,5.0,4,"https://search.google.com/local/reviews?placeid=ChIJscAduzwjiYgRq_FQDyTDQvM&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",https://lh4.googleusercontent.com/-KCWq4i1Lh_M/AAAAAAAAAAI/AAAAAAAAAAA/aHPVDnoLSrk/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Carter+Services+-+HVAC+Service%2C+Reliable+HVAC+Repair/@36.1160054,-86.7748134,14z/data=!4m8!1m2!2m1!1sCarter+Services+-+HVAC+Service%2C+Reliable+HVAC+Repair!3m4!1s0x8889233cbb1dc0b1:0xf342c3240f50f1ab!8m2!3d36.1160054!4d-86.7748134","https://www.google.com/maps/place/Carter+Services+-+HVAC+Service%2C+Reliable+HVAC+Repair/@36.1160054,-86.7748134,13.99z/data=!4m16!1m7!3m6!1s0x8889233cbb1dc0b1:0xf342c3240f50f1ab!2sCarter+Services+-+HVAC+Service%2C+Reliable+HVAC+Repair!8m2!3d36.1160054!4d-86.7748134!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889233cbb1dc0b1:0xf342c3240f50f1ab!8m2!3d36.1160054!4d-86.7748134!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
mcnealandsonselectricalhvac,"McNeal and Sons Electrical&HVAC","+1 205-240-7969",,,,,33.5313975,-86.8504715,,,,,https://lh4.googleusercontent.com/-ikCzc0ZomYQ/AAAAAAAAAAI/AAAAAAAAAAA/PlQwFMMngow/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/McNeal+and+Sons+Electrical%26HVAC/@33.5313975,-86.8504715,14z/data=!4m8!1m2!2m1!1sMcNeal+and+Sons+Electrical%26HVAC!3m4!1s0x2099d9008c3a57e7:0x6d4a4f5dcdbc901a!8m2!3d33.5313975!4d-86.8504715","https://www.google.com/maps/place/McNeal+and+Sons+Electrical%26HVAC/@33.5313975,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0x2099d9008c3a57e7:0x6d4a4f5dcdbc901a!2sMcNeal+and+Sons+Electrical%26HVAC!8m2!3d33.5313975!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0x2099d9008c3a57e7:0x6d4a4f5dcdbc901a!8m2!3d33.5313975!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",gkmsr271963@gmail.com,https://www.facebook.com/MrDirtysouth/
optimumservicegroup,"Optimum Service Group","+1 205-202-9093",,,,,33.5808534,-86.658149,4.7,12,"https://search.google.com/local/reviews?placeid=ChIJH95GKrW2jAgRNaE2P5Vxd4g&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh4.googleusercontent.com/-JI0JvIl-NKM/AAAAAAAAAAI/AAAAAAAAAAA/bMPGKwkZ10k/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Optimum+Service+Group/@33.580853399999995,-86.658149,14z/data=!4m8!1m2!2m1!1sOptimum+Service+Group!3m4!1s0x88cb6b52a46de1f:0x887771953f36a135!8m2!3d33.580853399999995!4d-86.658149","https://www.google.com/maps/place/Optimum+Service+Group/@33.580853399999995,-86.658149,13.99z/data=!4m16!1m7!3m6!1s0x88cb6b52a46de1f:0x887771953f36a135!2sOptimum+Service+Group!8m2!3d33.580853399999995!4d-86.658149!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88cb6b52a46de1f:0x887771953f36a135!8m2!3d33.580853399999995!4d-86.658149!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",apps@dotedison.com,
eagleservicecompany,"Eagle Service Company","+1 205-251-1844","2601B 3rd Ave S",Birmingham,35233,Alabama,33.5141591,-86.7935117,4.8,82,"https://search.google.com/local/reviews?placeid=ChIJDeAucrkbiYgRI0suUoibwFo&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-C2xIYTn7urU/AAAAAAAAAAI/AAAAAAAAAAA/LrwGUl3NH4w/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Eagle+Service+Company/@33.5141591,-86.7935117,14z/data=!4m8!1m2!2m1!1sEagle+Service+Company!3m4!1s0x88891bb9722ee00d:0x5ac09b88522e4b23!8m2!3d33.5141591!4d-86.7935117","https://www.google.com/maps/place/Eagle+Service+Company/@33.5141591,-86.7935117,13.99z/data=!4m16!1m7!3m6!1s0x88891bb9722ee00d:0x5ac09b88522e4b23!2sEagle+Service+Company!8m2!3d33.5141591!4d-86.7935117!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891bb9722ee00d:0x5ac09b88522e4b23!8m2!3d33.5141591!4d-86.7935117!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",info@eagleservicecompany.com,https://www.facebook.com/pages/
birminghamheatingairconditioning1,"Birmingham Heating & Air Conditioning","+1 659-235-3842","3145 Old Columbiana Rd",Birmingham,35216,Alabama,33.40546,-86.807659,4.3,9,"https://search.google.com/local/reviews?placeid=ChIJAQAAADAiiYgRf7P6yqG7wO8&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-8PM"", ""Tuesday"": ""7AM-8PM"", ""Wednesday"": ""7AM-8PM"", ""Thursday"": ""7AM-8PM"", ""Friday"": ""7AM-8PM"", ""Saturday"": ""9AM-5PM"", ""Sunday"": ""9AM-5PM""}",https://lh5.googleusercontent.com/-JtSq-qTHOqs/AAAAAAAAAAI/AAAAAAAAAAA/65101zR_JpM/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Birmingham+Heating+%26+Air+Conditioning/@33.40546,-86.807659,14z/data=!4m8!1m2!2m1!1sBirmingham+Heating+%26+Air+Conditioning!3m4!1s0x8889223000000001:0xefc0bba1cafab37f!8m2!3d33.40546!4d-86.807659","https://www.google.com/maps/place/Birmingham+Heating+%26+Air+Conditioning/@33.40546,-86.807659,13.99z/data=!4m16!1m7!3m6!1s0x8889223000000001:0xefc0bba1cafab37f!2sBirmingham+Heating+%26+Air+Conditioning!8m2!3d33.40546!4d-86.807659!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889223000000001:0xefc0bba1cafab37f!8m2!3d33.40546!4d-86.807659!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
expertairsystemsllc,"Expert Air Systems, LLC","+1 205-837-4971",,,,,33.5313975,-86.8504715,5.0,4,,"{""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-Vvg5Zr4CGLE/AAAAAAAAAAI/AAAAAAAAAAA/fAZuIyOxOio/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Expert+Air+Systems%2C+LLC/@33.5313975,-86.8504715,14z/data=!4m8!1m2!2m1!1sExpert+Air+Systems%2C+LLC!3m4!1s0x88891d605dd0f78f:0x54a44b745548b292!8m2!3d33.5313975!4d-86.8504715","https://www.google.com/maps/place/Expert+Air+Systems%2C+LLC/@33.5313975,-86.8504715,13.99z/data=!4m16!1m7!3m6!1s0x88891d605dd0f78f:0x54a44b745548b292!2sExpert+Air+Systems%2C+LLC!8m2!3d33.5313975!4d-86.8504715!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891d605dd0f78f:0x54a44b745548b292!8m2!3d33.5313975!4d-86.8504715!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,
happeezairconditioningandheating,"Happeez Air Conditioning and Heating","+1 205-859-0047",,,,,33.5971635,-86.7869684,5.0,1,"https://search.google.com/local/reviews?placeid=ChIJD_s4mB0ZXKER06c2fglFCFk&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""9:30AM-3:30PM"", ""Tuesday"": ""9:30AM-3:30PM"", ""Wednesday"": ""9:30AM-3:30PM"", ""Thursday"": ""9:30AM-3:30PM"", ""Friday"": ""9:30AM-3:30PM"", ""Saturday"": ""9:30AM-12PM"", ""Sunday"": ""Closed""}",https://lh6.googleusercontent.com/-bUW1wUAg97U/AAAAAAAAAAI/AAAAAAAAAAA/jKaHMKG7WdY/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/Happeez+Air+Conditioning+and+Heating/@33.5971635,-86.78696839999999,14z/data=!4m8!1m2!2m1!1sHappeez+Air+Conditioning+and+Heating!3m4!1s0xa15c191d9838fb0f:0x590845097e36a7d3!8m2!3d33.5971635!4d-86.78696839999999","https://www.google.com/maps/place/Happeez+Air+Conditioning+and+Heating/@33.5971635,-86.78696839999999,13.99z/data=!4m16!1m7!3m6!1s0xa15c191d9838fb0f:0x590845097e36a7d3!2sHappeez+Air+Conditioning+and+Heating!8m2!3d33.5971635!4d-86.78696839999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0xa15c191d9838fb0f:0x590845097e36a7d3!8m2!3d33.5971635!4d-86.78696839999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,https://www.facebook.com/happeezairconditioningandheating
eaheatingandcoolingprosllc,"E &A heating and cooling pros LLC","+1 205-887-1425",,,,,33.342974,-86.737025,5.0,1,"https://search.google.com/local/reviews?placeid=ChIJcxE-yd4ZiYgR3c6HLcH7Bf0&q=hvac+contractor,+35203,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US","{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""7AM-12PM""}",https://lh6.googleusercontent.com/-cThRekDurXw/AAAAAAAAAAI/AAAAAAAAAAA/zTAbbFaHuXE/s44-p-k-no-ns-nd/photo.jpg,"https://www.google.com/maps/place/E+%26A+heating+and+cooling+pros+LLC/@33.342974,-86.737025,14z/data=!4m8!1m2!2m1!1sE+%26A+heating+and+cooling+pros+LLC!3m4!1s0x888919dec93e1173:0xfd05fbc12d87cedd!8m2!3d33.342974!4d-86.737025","https://www.google.com/maps/place/E+%26A+heating+and+cooling+pros+LLC/@33.342974,-86.737025,13.99z/data=!4m16!1m7!3m6!1s0x888919dec93e1173:0xfd05fbc12d87cedd!2sE+%26A+heating+and+cooling+pros+LLC!8m2!3d33.342974!4d-86.737025!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888919dec93e1173:0xfd05fbc12d87cedd!8m2!3d33.342974!4d-86.737025!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",sliles48@icloud.com,https://www.facebook.com/lilesheatingandcoolingllc/
